1,0,1,1,0,0,2,4,0,0,1,50,1,47,1,1,33,0.70212766,0,0,0,0,0,0,33,0.70212766,1,1,0
1,0,1,1,0,0,2,4,1,0.2,1,50,1,47,1,2,198,4.212765957,31,0.659574468,24,0.510638298,0,0,229,4.872340426,2,1,1
1,0,1,1,0,0,2,4,1,0.2,1,50,1,47,1,2,240,5.106382979,66,1.404255319,73,1.553191489,0,0,306,6.510638298,2,1,1
1,0,1,1,0,0,2,4,1,0.2,1,50,1,102,1,2,367,3.598039216,79,0.774509804,26,0.254901961,0,0,446,4.37254902,2,1,1
1,0,1,1,0,0,10,4,2,1,1,100,2,102,1,2,140,1.37254902,29,0.284313725,23,0.225490196,0,0,169,1.656862745,2,1,1
1,0,1,1,0,0,10,4,2,1,1,100,2,47,1,2,50,1.063829787,8,0.170212766,8,0.170212766,0,0,58,1.234042553,1,1,1
1,0,1,1,0,0,10,4,2,1,1,100,2,47,1,2,71,1.510638298,14,0.29787234,10,0.212765957,0,0,85,1.808510638,1,1,1
1,0,1,1,0,0,10,4,2,1,1,100,2,102,2,2,0,0,80,0.784313725,14,0.137254902,0,0,80,0.784313725,1,0,1
1,0,1,1,0,0,10,4,2,1,1,100,2,47,2,2,0,0,10,0.212765957,21,0.446808511,0,0,10,0.212765957,1,0,1
1,0,1,1,0,0,10,4,2,1,1,100,2,47,2,2,0,0,45,0.957446809,7,0.14893617,0,0,45,0.957446809,1,0,1
1,0,1,1,0,0,10,4,2,1,2,100,2,47,2,2,0,0,21,0.446808511,9,0.191489362,0,0,21,0.446808511,1,0,1
1,0,1,1,0,0,10,4,2,1,3,100,2,47,2,2,0,0,39,0.829787234,7,0.14893617,0,0,39,0.829787234,1,0,1
1,0,1,1,0,0,10,4,2,1,4,100,2,47,2,2,0,0,46,0.978723404,8,0.170212766,0,0,46,0.978723404,1,0,1
1,0,1,1,0,0,10,4,2,1,1,100,2,47,2,2,0,0,27,0.574468085,17,0.361702128,0,0,27,0.574468085,1,0,1
1,0,1,1,0,0,10,4,2,1,1,100,2,47,2,2,0,0,17,0.361702128,37,0.787234043,0,0,17,0.361702128,1,0,1
1,0,1,1,0,0,10,4,2,1,1,100,2,47,2,2,0,0,10,0.212765957,5,0.106382979,0,0,10,0.212765957,1,0,1
1,0,1,1,0,0,10,4,2,1,1,100,2,47,2,2,0,0,12,0.255319149,6,0.127659574,0,0,12,0.255319149,1,0,1
1,0,1,1,0,0,10,4,2,1,1,100,2,47,2,2,0,0,26,0.553191489,44,0.936170213,0,0,26,0.553191489,1,0,1
2,0,1,1,0,1,2,0,1,0.2,1,50,1,47,1,2,139,2.957446809,26,0.553191489,15,0.319148936,0,0,165,3.510638298,2,1,1
2,0,1,1,0,1,2,0,1,0.2,1,360,1,55,1,2,140,2.545454545,0,0,10,0.181818182,0,0,140,2.545454545,2,1,0
2,0,1,1,0,1,2,0,3,0.2,1,0,1,5,1,2,50,10,0,0,0,0,0,0,50,10,1,1,0
2,0,1,1,0,1,0.2,0,4,0.1,4,10,2,7,1,2,88,12.57142857,0,0,0,0,0,0,88,12.57142857,1,1,0
2,0,1,1,0,1,0.2,0,5,0.1,4,10,2,7,1,2,4779,682.7142857,0,0,270,38.57142857,0,0,4779,682.7142857,3,1,0
2,0,1,1,0,1,0.2,0,5,0.1,4,100,2,23,1,2,16109,700.3913043,0,0,843,36.65217391,0,0,16109,700.3913043,3,1,0
2,0,1,1,0,1,1,0,5,0.1,4,100,2,23,1,2,8600,373.9130435,0,0,144,6.260869565,0,0,8600,373.9130435,3,1,0
2,0,1,1,0,1,2,0,5,0.1,4,100,2,23,1,2,5963,259.2608696,0,0,63,2.739130435,0,0,5963,259.2608696,3,1,0
2,0,1,1,0,1,5,0,5,0.1,4,100,2,23,1,2,3385,147.173913,0,0,43,1.869565217,0,0,3385,147.173913,3,1,0
2,0,1,1,0,1,10,0,5,0.1,4,100,2,23,1,2,3131,136.1304348,0,0,12,0.52173913,0,0,3131,136.1304348,3,1,0
3,0,1,1,0,0,2,0,1,0.2,1,50,1,47,1,2,84,1.787234043,0,0,22,0.468085106,0,0,84,1.787234043,1,1,0
3,0,1,1,0,0,10,0,0,0,1,0,2,165,1,2,70,0.424242424,0,0,0,0,0,0,70,0.424242424,1,1,0
4,0,1,1,0,1,80,2,6,0.5,5,1000,3,18,1,2,22,1.222222222,0,0,78,4.333333333,0,0,22,1.222222222,1,1,0
4,0,1,1,0,1,16,2,6,0.5,5,1000,3,18,1,2,38.5,2.138888889,0,0,167.5,9.305555556,0,0,38.5,2.138888889,1,1,0
4,0,1,1,0,1,3.2,2,6,0.5,5,1000,3,18,1,2,30,1.666666667,0,0,502,27.88888889,0,0,30,1.666666667,1,1,0
4,0,1,1,0,1,400,2,6,0.5,5,1000,3,18,1,2,4.5,0.25,0,0,18.5,1.027777778,0,0,4.5,0.25,1,1,0
4,0,1,1,0,1,1700,2,7,2,1,1.2,4,1,1,2,1,1,0,0,0.76,0.76,0.15,0.15,1.15,1.15,1,1,0
5,0,1,1,0,1,1700,2,7,2,1,1.2,4,1,1,2,5.3,5.3,0,0,1.4,1.4,3.5,3.5,8.8,8.8,1,1,0
6,0,1,3,0,1,1700,2,7,2,1,1.2,4,1,1,2,4.7,4.7,0,0,0.8,0.8,2.3,2.3,7,7,1,1,0
6,0,1,3,0,1,1700,2,7,2,2,1.3,4,1,1,2,10.2,10.2,0,0,0,0,6.7,6.7,16.9,16.9,1,1,0
6,0,1,3,0,1,2500,2,8,2.5,1,0,5,3,1,2,0.3,0.1,0,0,0,0,4.4,1.466666667,4.7,1.566666667,1,1,0
7,0,1,1,0,1,80,2,6,0.5,5,1000,3,18,1,2,3,0.166666667,0,0,303,16.83333333,0,0,3,0.166666667,1,1,0
7,0,1,1,0,1,1000,2,1,0.2,1,0,6,8,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,1,3,0,1,2000,2,6,0.5,5,1000,3,4,1,2,0.1,0.025,0,0,0.7,0.175,0,0,0.1,0.025,1,1,0
8,0,1,3,0,1,2000,2,6,0.5,5,1000,7,4,1,2,0.052,0.013,0,0,0.015,0.00375,0,0,0.052,0.013,1,1,0
8,0,1,3,0,1,0.5,2,1,2,5,0,8,4,1,2,2.2,0.55,0,0,0,0,0,0,2.2,0.55,1,1,0
9,1,1,3,0,1,250,4,6,0.5,5,500,3,1,1,2,4.4,4.4,0,0,0,0,0,0,4.4,4.4,1,1,0
10,0,1,1,0,1,50,2,1,0.2,1,0,1,22,1,2,270,12.27272727,0,0,8.4,0.381818182,0,0,270,12.27272727,2,1,0
11,0,1,1,0,0,1700,2,7,2,1,1.2,4,1,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0
12,0,1,3,0,1,50,2,6,0.3,4,100,9,1.3,1,2,497,382.3076923,0,0,3,2.307692308,5,3.846153846,502,386.1538462,2,1,0
12,0,1,3,0,1,5,2,6,0.3,4,100,9,1.3,1,2,2660,2046.153846,0,0,0,0,0,0,2660,2046.153846,3,1,0
12,0,1,3,0,1,50,2,4,2,4,100,2,9,1,2,197,21.88888889,0,0,1,0.111111111,9,1,206,22.88888889,2,1,0
12,0,1,3,0,1,5,2,4,2,4,100,2,9,1,2,790,87.77777778,0,0,0,0,0,0,790,87.77777778,3,1,0
13,0,1,0,0,0,5,0,1,0.4,1,0,1,70,1,2,953,13.61428571,0,0,0,0,0,0,953,13.61428571,3,1,0
13,0,1,0,0,0,5,0,9,0.5,1,0,1,70,1,2,2400,34.28571429,0,0,0,0,126,1.8,2526,36.08571429,3,1,0
14,0,1,0,0,0,10,0,1,0.5,1,0,2,60,1,2,368,6.133333333,0,0,0,0,19.4,0.323333333,387.4,6.456666667,2,1,0
15,0,1,3,0,1,1600,0,10,2,2,0,4,0.5,1,2,52,104,0,0,37.4,74.8,0,0,52,104,1,1,0
16,0,1,1,0,0,50,0,7,3,1,0,1,20,1,2,62,3.1,0,0,32,1.6,0,0,62,3.1,1,1,0
17,0,1,1,0,0,50,0,7,3,1,0,1,20,1,2,42,2.1,0,0,68,3.4,0,0,42,2.1,1,1,0
17,0,1,1,0,0,34,0,7,3,1,0,1,20,1,2,61.8,3.09,0,0,0,0,0,0,61.8,3.09,1,1,0
18,0,1,0,0,0,150,1,0,0,1,0,1,8,1,2,9,1.125,0,0,0,0,0,0,9,1.125,1,1,0
18,0,1,0,0,0,150,1,7,3,1,0,1,8,1,2,90,11.25,0,0,0,0,0,0,90,11.25,1,1,0
19,0,1,1,0,0,40,2,7,3,1,0,1,4,1,2,47.5,11.875,0,0,0,0,62.3,15.575,109.8,27.45,1,1,0
20,0,1,1,0,0,42,3,7,3,1,0,1,8,1,2,100,12.5,0,0,60,7.5,0,0,100,12.5,1,1,0
21,0,1,1,0,0,48,3,7,3,1,0,1,8,1,2,43.8,5.475,0,0,64.6,8.075,0,0,43.8,5.475,1,1,0
22,0,1,1,0,0,45,3,7,3,1,0,1,8,1,2,51.1,6.3875,0,0,75.6,9.45,0,0,51.1,6.3875,1,1,0
23,1,1,0,0,0,0.4,0,1,1.7,2,0,10,5,1,2,36,7.2,0,0,0,0,0,0,36,7.2,1,1,0
23,1,1,0,0,0,0.4,0,1,1.7,2,0,10,5,1,2,42,8.4,0,0,0,0,0,0,42,8.4,1,1,0
24,0,1,1,0,1,20,1,1,0.2,1,50,1,20,1,2,0,0,0,0,0,0,5,0.25,5,0.25,1,0,0
25,0,1,0,0,0,0.002,2,1,0.2,1,70,1,7,1,2,98000,14000,0,0,0,0,0,0,98000,14000,3,1,0
25,0,1,0,0,0,0.02,2,1,0.2,1,70,1,7,1,2,9000,1285.714286,0,0,0,0,0,0,9000,1285.714286,3,1,0
25,0,1,0,0,0,0.2,2,1,0.2,1,70,1,7,1,2,1500,214.2857143,0,0,0,0,0,0,1500,214.2857143,3,1,0
26,0,1,1,0,0,10,2,0,0,1,0,1,165,1,2,83,0.503030303,0,0,0,0,0,0,83,0.503030303,1,1,0
27,0,1,0,0,0,0.25,0,10,1.7,2,1256,10,5,1,2,129,25.8,0,0,162,32.4,0,0,129,25.8,2,1,0
28,0,1,1,1,0,50,2,11,0.25,4,10,11,1,1,2,73,73,0,0,45,45,0,0,73,73,1,1,0
28,0,1,1,1,0,50,2,11,0.25,4,50,11,12,1,2,273,22.75,0,0,75,6.25,0,0,273,22.75,2,1,0
28,0,1,1,1,0,50,2,12,0.5,4,10,11,5,1,2,117,23.4,0,0,77.5,15.5,0,0,117,23.4,2,1,0
29,0,1,3,0,1,50,2,1,0.2,4,100,12,3,1,2,1879,626.3333333,0,0,0,0,48,16,1927,642.3333333,3,1,0
29,0,1,3,0,1,5,2,1,0.2,4,100,12,3,1,2,3844,1281.333333,0,0,0,0,534,178,4378,1459.333333,3,1,0
29,0,1,3,0,1,50,2,4,0.02,4,100,2,12,1,2,520,43.33333333,0,0,0,0,0,0,520,43.33333333,2,1,0
29,0,1,3,0,1,5,2,4,0.02,4,100,2,12,1,2,1365,113.75,0,0,0,0,0,0,1365,113.75,3,1,0
30,0,1,1,0,0,130,0,13,1.7,2,0,10,5,1,2,421,84.2,0,0,0,0,40,8,461,92.2,2,1,0
31,0,1,1,0,0,130,0,13,1.7,2,0,10,5,1,2,429,85.8,0,0,0,0,0,0,429,85.8,2,1,0
31,0,1,1,0,0,5,0,13,1.7,2,0,10,5,1,2,596,119.2,0,0,0,0,0,0,596,119.2,3,1,0
32,0,1,0,0,0,50,0,7,0.05,6,0,13,12,1,2,12,1,0,0,14,1.166666667,149,12.41666667,161,13.41666667,1,1,0
32,0,1,0,0,0,500,0,7,0.5,6,0,13,18,1,2,5.1,0.283333333,0,0,0.14,0.007777778,70,3.888888889,75.1,4.172222222,1,1,0
33,0,1,0,1,0,500,0,7,0.5,6,100,13,15,1,2,3.2,0.213333333,0,0,0.45,0.03,21,1.4,24.2,1.613333333,1,1,0
33,0,1,0,1,0,100,0,7,0.1,6,100,13,15,1,2,3.9,0.26,0,0,0.64,0.042666667,36,2.4,39.9,2.66,1,1,0
33,0,1,0,1,0,1000,0,7,1,6,100,13,15,1,2,2.3,0.153333333,0,0,0.37,0.024666667,9.5,0.633333333,11.8,0.786666667,1,1,0
33,0,1,0,1,0,100,0,7,0.1,6,100,13,6,1,2,2.8,0.466666667,0,0,0.2,0.033333333,16,2.666666667,18.8,3.133333333,1,1,0
33,0,1,0,1,0,500,0,7,0.5,6,100,13,6,1,2,0.92,0.153333333,0,0,0.25,0.041666667,11,1.833333333,11.92,1.986666667,1,1,0
33,0,1,0,1,0,1000,0,7,1,6,100,13,6,1,2,0.83,0.138333333,0,0,0.0073,0.001216667,5.2,0.866666667,6.03,1.005,1,1,0
33,0,1,0,1,0,100,0,7,0.5,6,100,13,15,1,2,9.1,0.606666667,0,0,1.2,0.08,130,8.666666667,139.1,9.273333333,1,1,0
33,0,1,0,1,0,1000,0,7,0.5,6,100,13,15,1,2,3,0.2,0,0,0.24,0.016,5.8,0.386666667,8.8,0.586666667,1,1,0
33,0,1,0,1,0,100,0,7,0.1,6,100,12,15,1,2,7.9,0.526666667,0,0,0.56,0.037333333,4.5,0.3,12.4,0.826666667,1,1,0
33,0,1,0,1,0,1000,0,7,1,6,100,12,15,1,2,3.2,0.213333333,0,0,0.17,0.011333333,1.2,0.08,4.4,0.293333333,1,1,0
33,0,1,0,1,0,100,0,7,0.1,6,100,12,6,1,2,4.7,0.783333333,0,0,0.27,0.045,0,0,4.7,0.783333333,1,1,0
33,0,1,0,1,0,500,0,7,0.5,6,100,12,6,1,2,3.4,0.566666667,0,0,0.14,0.023333333,0,0,3.4,0.566666667,1,1,0
33,0,1,0,1,0,1000,0,7,1,6,100,12,6,1,2,3.1,0.516666667,0,0,0.14,0.023333333,0,0,3.1,0.516666667,1,1,0
33,0,1,0,1,0,100,0,7,0.5,6,100,12,15,1,2,19,1.266666667,0,0,1.4,0.093333333,8.1,0.54,27.1,1.806666667,1,1,0
33,0,1,0,1,0,1000,0,7,0.5,6,100,12,15,1,2,4.2,0.28,0,0,0.18,0.012,1.4,0.093333333,5.6,0.373333333,1,1,0
33,0,1,0,1,0,500,0,7,0.5,6,100,12,15,1,2,5.9,0.393333333,0,0,0.24,0.016,2.1,0.14,8,0.533333333,1,1,0
33,0,1,0,1,0,100,0,7,1,6,100,13,15,1,2,7.1,0.473333333,0,0,1.6,0.106666667,130,8.666666667,137.1,9.14,1,1,0
33,0,1,0,1,0,100,0,7,1,6,100,12,15,1,2,21,1.4,0,0,1.3,0.086666667,9,0.6,30,2,1,1,0
34,0,1,1,0,1,1700,2,7,2,1,1.2,4,1,1,2,1.2,1.2,0,0,1.5,1.5,0,0,1.2,1.2,1,1,0
35,0,1,0,0,0,2000,0,14,0.5,1,100,14,3,1,2,119,39.66666667,0,0,0,0,19,6.333333333,138,46,2,1,0
35,0,1,0,0,0,1500,0,14,0.5,1,100,14,3,1,2,97,32.33333333,0,0,0,0,18,6,115,38.33333333,1,1,0
35,0,1,0,0,0,500,0,14,0.25,1,100,14,3,1,2,64,21.33333333,0,0,0,0,16,5.333333333,80,26.66666667,1,1,0
35,0,1,0,0,0,500,0,14,0.5,1,100,14,3,1,2,12,4,0,0,0,0,10,3.333333333,22,7.333333333,1,1,0
35,0,1,0,0,0,500,0,14,1,1,100,14,3,1,2,8,2.666666667,0,0,0,0,6,2,14,4.666666667,1,1,0
36,0,1,1,1,0,10,-3,15,0.5,7,100,15,4,1,2,926,231.5,0,0,197,49.25,66,16.5,992,248,3,1,0
36,0,1,1,1,0,10,-3,16,0.2,7,100,15,4,1,2,959,239.75,0,0,181,45.25,0,0,959,239.75,3,1,0
36,0,1,1,1,0,5,-3,17,0.5,7,100,15,4,1,2,1085,271.25,0,0,127,31.75,0,0,1085,271.25,3,1,0
37,0,1,1,0,0,5,5,17,0.5,7,100,15,4,1,2,2680,670,0,0,820,205,0,0,2680,670,3,1,0
38,1,1,1,0,0,50,4,18,0.2,1,1439,1,20,1,2,0,0,0,0,9,0.45,110,5.5,110,5.5,2,0,0
38,1,1,1,0,0,50,4,18,0.2,1,1439,1,23,1,2,8,0.347826087,0,0,6,0.260869565,386,16.7826087,394,17.13043478,2,1,0
38,1,1,1,0,0,50,4,18,0.2,2,1507,1,60,1,2,221,3.683333333,0,0,40,0.666666667,821,13.68333333,1042,17.36666667,3,1,0
38,1,1,1,0,0,50,4,18,0.2,8,1000,1,1,1,2,829,829,0,0,22,22,12,12,841,841,3,1,0
38,1,1,1,0,0,15,4,19,0.4,2,1507,1,5,1,2,284,56.8,0,0,119,23.8,565,113,849,169.8,3,1,0
38,1,1,1,0,0,15,4,19,0.4,8,1000,1,2.5,1,2,518,207.2,0,0,62,24.8,0,0,518,207.2,3,1,0
39,1,1,1,0,1,0.025,3,18,0.4,2,300,16,10,1,2,16896,1689.6,0,0,368,36.8,0,0,16896,1689.6,3,1,0
40,1,1,1,0,1,0.025,3,18,0.4,2,300,16,10,1,2,65000,6500,0,0,1284,128.4,0,0,65000,6500,3,1,0
41,0,1,3,0,1,1700,2,7,2,1,1.2,4,1,1,2,6.6,6.6,0,0,1.3,1.3,4.2,4.2,10.8,10.8,1,1,0
42,0,1,3,0,1,1700,2,7,2,1,1.2,4,1,1,2,5.9,5.9,0,0,2.2,2.2,3.1,3.1,9,9,1,1,0
43,1,1,1,0,1,0.025,3,18,0.4,2,300,16,10,1,2,3400,340,0,0,1376,137.6,0,0,3400,340,3,1,0
44,1,1,1,1,0,1,1,20,0.4,2,300,16,10,1,2,890,89,0,0,12,1.2,0,0,890,89,3,1,0
45,1,1,1,1,0,1,1,20,0.4,2,300,16,10,1,2,1302,130.2,0,0,21,2.1,0,0,1302,130.2,3,1,0
45,1,1,1,1,0,5,1,20,0.4,2,300,16,10,1,2,528,52.8,0,0,15,1.5,0,0,528,52.8,3,1,0
45,1,1,1,1,0,0.1,1,20,0.4,2,300,16,10,1,2,6680,668,0,0,126,12.6,0,0,6680,668,3,1,0
45,1,1,1,1,0,1,1,20,0.4,2,300,1,10,1,2,20,2,0,0,0,0,0,0,20,2,1,1,0
45,1,1,1,1,0,1,1,20,0.4,2,300,4,10,1,2,78,7.8,0,0,34,3.4,0,0,78,7.8,1,1,0
45,1,1,1,1,0,1,1,20,0.4,2,300,17,10,1,2,36,3.6,0,0,16,1.6,0,0,36,3.6,1,1,0
46,1,1,1,1,0,0.5,1,20,0.4,2,300,16,10,1,2,36,3.6,0,0,0,0,0,0,36,3.6,1,1,0
47,0,1,1,0,0,1,1,21,0.1,4,10,1,72,1,2,30,0.416666667,0,0,0,0,0,0,30,0.416666667,1,1,0
48,0,1,1,0,0,1,1,21,0.1,4,10,1,72,1,2,199,2.763888889,0,0,0,0,0,0,199,2.763888889,2,1,0
48,0,1,1,0,0,0.001,1,21,0.1,4,10,1,96,1,2,36000,375,0,0,0,0,0,0,36000,375,3,1,0
49,0,1,1,0,0,1,1,21,0.1,4,10,1,72,1,2,86,1.194444444,0,0,0,0,0,0,86,1.194444444,1,1,0
49,0,1,1,0,0,0.001,1,21,0.1,4,10,1,96,1,2,20000,208.3333333,0,0,0,0,0,0,20000,208.3333333,3,1,0
50,0,1,1,0,0,1,1,21,0.1,4,10,1,72,1,2,17,0.236111111,0,0,0,0,0,0,17,0.236111111,1,1,0
51,0,1,1,0,0,1,1,21,0.1,4,10,1,72,1,2,26,0.361111111,0,0,0,0,0,0,26,0.361111111,1,1,0
52,1,1,1,0,0,0.5,2,21,0.1,4,10,1,72,1,2,278,3.861111111,0,0,0,0,0,0,278,3.861111111,2,1,0
53,0,1,1,0,0,6,2,22,0.1,1,280,18,2,1,2,371,185.5,0,0,0,0,0,0,371,185.5,2,1,0
53,0,1,1,0,0,10,2,22,0.1,1,280,18,2,1,2,406,203,0,0,19,9.5,0,0,406,203,2,1,0
53,0,1,1,0,0,20,2,22,0.1,1,280,18,2,1,2,311,155.5,0,0,12,6,0,0,311,155.5,2,1,0
53,0,1,1,0,0,40,2,22,0.1,1,280,18,2,1,2,175,87.5,0,0,16,8,0,0,175,87.5,2,1,0
53,0,1,1,0,0,10,2,22,0.01,1,280,18,2,1,2,192,96,0,0,7,3.5,0,0,192,96,2,1,0
53,0,1,1,0,0,10,2,22,0.05,1,280,18,2,1,2,406,203,0,0,0,0,0,0,406,203,2,1,0
